"Subject: weather person for london egm  we need to set a further round of inteviews for tony hamilton . can everyone  let gloria solis know their availability over the next 2 weeks . below are  the results from our initial interviews and the candidate ' s resume  thanks  jen  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 12 / 15 / 2000  10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  tony hamilton on 12 / 15 / 2000 02 : 11 : 58 am  please respond to tony hamilton  to : mike . a . roberts @ enron . com  cc :  subject : meteorologist / forecaster  dear mike  i would like to apply for the above position as advertised in "" earthworks "" and  enclose my full cv ( in word 97 / 00 format ) in support .  i am currently a research fellow with ucl conducting research , and building  forecasting models for the statistical prediction of north atlantic sea  surface  temperatures and other climatic parameters at long leads ( 1 - 12 months ahead of  forecast period ) .  i have recently applied this model to the north sea in order to aid long - lead  forecasts of fish stocks ( see sap - symposium , 4 - 6 december , bergen , norway ) ,  and  have recently been applying similar models to the north atlantic oscillation ,  an  atmospheric phenomena which is strongly correlated with winter climate over  uk / norway and nw europe , particularly temperatures , rainfall and windspeeds  ( see  enclosed poster which was presented recently at an international conference on  the nao in vigo , spain )  as you will see from my cv , i have 2 + years experience consulting in several  areas of geoscience to the oil , gas and minerals industries and have good  programming skills , both on unix machines and on pcs .  i am particularly keen to apply my skills in the commercial sector and  initiate  a permanent career path .  i look forward to the opportunity of hopefully discussing my skills further  with  you in the near future .  yours sincerely  tony hamilton  * dr . tony hamilton *  * research fellow *  * benfield greig hazard research centre *  * department of space and climate physics *  * university college london *  * holmbury st mary *  * dorking *  * surrey rh 5 6 nt *  * *  * e - mail : th @ mssl . ucl . ac . uk *  * telephone : + 44 ( 0 ) 1483 560107 *  * fax : + 44 ( 0 ) 1483 278312 *  * web - site : http : / / forecast . mssl . ucl . ac . uk / *  - th _ cv . doc  - nao _ posterv 2 . gif  - - - - - - - - - - - - - - - - - - - - - - forwarded by jennifer fraser / hou / ect on 08 / 01 / 2001  13 : 11 - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : jennifer fraser 21 / 12 / 2000 07 : 32  to : jeffrey a shankman / hou / ect @ ect , chris mahoney / lon / ect @ ect , mike a  roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect  cc : stewart peter / lon / ect @ ect , niamh clarke / lon / ect @ ect  subject : weather person for london egm  folks :  we interviewed three candidates . one of the three ( tony hamilton ) seems to  be a very good fit within the enron culture and values .  recommended next steps  vince , mike and jeff interview tony via video conference or avistar  tony hamilton key strengths  quick thinker  good teams skills  driven - will be able to get the project off the ground quickly  has a commercial attitude  sees "" the big picture ""  tony hamilton is available for follow up interviews the first week of january .  thanks  jen",0
"Subject: wharton program for business journalists  hi greg !  here is the information regarding the dec 13 th event at wharton . wharton is  beside itself with excitement at your acceptance , and communicated that with  jeff skilling at his visit there this past thursday .  they ' re also very interested in discussing their webi program with you and  would like to arrange to do that the day of your evening presentation , or  perhaps the following day , whichever suits your schedule . this was also  discussed with jeff skilling - - he is clearly interested in the program , but  will be especially looking to your input , along with that of vince kaminski ,  jeff shankman and me , in determining enron ' s decision to participate . as i  mentioned previously , vince , jeff and i think enron ' s involcvement with webi  holds very positive potential . financially , it involves a contribution of  $ 250 , 000 for 4 years .  please see the request for your "" bio "" and desired inclusion of program  materials , as well as the contact at wharton , toward the end of the message  below .  let me know by email or voice mail ( 3 - 6117 ) how university affairs can  further these efforts .  thanks !  - - christie .  - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 11 / 04 / 2000  10 : 20 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" baltes , michael "" on 11 / 02 / 2000 12 : 29 : 05 pm  to : "" ' christie _ patrick @ enron . com ' ""  cc : "" piazze , thomas "" , "" spigonardo , joanne ""  subject : wharton program for business journalists  christie ,  we are delighted that greg whalley , ceo of enron bandwidth business , has  agreed to be our featured dinner speaker at the upcoming wharton seminars for  business journalists on wednesday , december 13 , 2000 .  per instructions from tom piazze , i ' ve attached some information regarding  our seminars for business journalists , now in its 32 nd year  http : / / www . wharton . upenn . edu / media / journalists / . as i ' d mentioned in our  conversation a few weeks ago , we have a leader from business or government  speak each year at our sponsor ' s dinner , which is attended by all of the  business journalists ( about 50 ) and representatives from our corporate  sponsors ( lists attached below ) . our last 3 speakers were mark walsh ,  chairman of vertical net ; jason olim , ceo of cdnow ; and tom siebel , ceo of  siebel systems .  about 80 - 90 people are expected to attend this year ' s event . cocktails ,  dinner and mr . whalley ' s presentation will be held on wednesday , dec . 13 ,  from 6 : 00 to 9 p . m . in wharton ' s steinberg conference center , 38 th & spruce  streets , on the university of pennsylvania campus .  as tom may have mentioned , this audience likes to hear about interesting  industry trends , or something companies are doing that is leading edge , and  hasn ' t really hit the mainstream . past experience has shown that "" canned ""  corporate presentations do not go over so well with this group . however , you  are certainly welcome to provide literature to the audience or other  materials that may be appropriate . i would like to have a conversation with  you about your thoughts on a specific topic as we get closer to the event .  in the meantime , we would like to have mr . whalley ' s bio and any other  information you ' d like us to include in the course materials for the  journalists . please try to keep this to about 2 - 3 pages , given all of the  other material they ' ll have in their binders .  you may contact me or my colleague , joanne spigonardo , with any questions .  joanne is handling the logistics for the event , so please direct those types  of questions directly to her . she ' s at 215573 - 8599 .  thanks again , and i hope you can join us on the 13 th .  best regards ,  mike  > >  - pub & namelistbjs 200 . doc  - final sponsor list . doc",0
"Subject: re : current address for brad romine  vince :  i have left brad two messages at this cell phone # - he has not responded .  any suggestions ?  vince j kaminski  03 / 16 / 2000 08 : 58 am  to : shirley crenshaw / hou / ect @ ect  cc :  subject : re : current address for brad romine  shirley ,  i have his cell phone : 650 814 9966 .  vince  shirley crenshaw  03 / 13 / 2000 02 : 15 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : current address for brad romine  vince :  do you have a current address for brad ?  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 03 / 13 / 2000  02 : 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  carol coats  03 / 13 / 2000 01 : 59 pm  to : shirley crenshaw / hou / ect @ ect  cc :  subject : current address for brad romine  shirley , is there any possibility that you might have an updated current  address for brad ? if not , would vince know ?  thanks much ,  carol",0
"Subject: cost sharing of subscription to poten ' s fuel oil report  all :  ideally we will split this cost evenly among as many p & l ' s as need the  report , minimizing everyone ' s cost by sharing a single subscription .  please tell me whether you can justify sharing the cost and if so , the rc  code & co # for me to allocate your cost share . please indicate your choice  of the three cost choices .  attached note below clarifies poten ' s proposal on the $ 10 , 000 / yr subscription .  essentially we have three choices :  1 . for $ 2700 / yr , the standard edition ( 11 issues , excluding the monthly  "" special feature "" article )  2 . for $ 3800 / yr the premium edition , ( standard edition plus the monthly  "" special feature "" article , as in three attached examples )  3 . for $ 10 , 000 / yr the premium edition plus quarterly forward price view for  36 months .  poten explains that 85 % of their subscribers take the premium service . no  one has ever asked for the $ 10 , 000 / yr long - term price forecast . i have an  interest in a longer term price forecast and hope that it may be useful to  others in the corporation .  the example copies attached include the following special feature articles :  99 feb - analysis of resid trades in the eastern mediterranean  99 sep - patterns of fuel oil trade in the western hemisphere  99 dec - analysis of the resid market in chile  one either takes all or none of them for the incremental $ 1100 / yr . some may  be useless , others perhaps quite valuable . your call .  regards  guy  "" axelrod , larry "" on 02 / 03 / 2000 02 : 43 : 59 pm  to : guy dayvault / corp / enron @ enron  cc : fuel share group  subject : enron / fuel oil service  dear guy ,  it was a pleasure speaking to you today .  as discussed , poten is pleased to offer enron the following two - part  fuel - oil related service :  ( 1 ) a one - year subscription to poten ' s fuel oil in world markets ( premium  edition ) , and  ( 2 ) a forecast of delivered crude prices and fuel oil prices in northwest  europe ( brent and 1 % s fob fuel oil ) , the mediterranean ( bonny light and 1 % s  fob fuel oil ) , and singapore ( dubai and hsfo - 380 cst ) . the forecasts would  be provided four times a year and provide average quarterly price  projections over the forward 36 - month period . the forecast prices would be  accompanied by brief textual commentary . the forecasts would be issued over  the course of the one - year fuel oil in world markets subscription period .  the fee for the two - part service is us $ 10 , 000 , payable in two equal  installments  i look forward to hearing from you .  best regards ,  larry  l . axelrod  phone 212 - 230 - 2038  fax 212 - 355 - 0295  doug leach @ ect  02 / 03 / 2000 01 : 52 pm  to : guy dayvault / corp / enron @ enron  cc :  subject : re : poten ' s fuel oil report  - - - - - - - - - - - - - - - - - - - - - - forwarded by doug leach / hou / ect on 02 / 03 / 2000 01 : 52 pm  - - - - - - - - - - - - - - - - - - - - - - - - - - -  dale  snyder  02 / 03 / 2000 01 : 44 pm  to : doug leach / hou / ect @ ect  cc : david j botchlett / hou / ect @ ect , ron irvine / lon / ect @ ect , niamh  clarke / lon / ect @ ect  subject : re : poten ' s fuel oil report  we have an interest in sharing in the expenses of this information the only  question being which information and at what cost . can see what the monthly  newsletter describes which is relatively cheap but what considerable  information does one get for the usd 10 k yr report ? how many ways will we  split the costs ? psl advise and thx  doug leach  02 / 03 / 2000 07 : 08 am  to : dale snyder / hou / ect @ ect  cc :  subject : poten ' s fuel oil report  i have no interest . do you ?  - - - - - - - - - - - - - - - - - - - - - - forwarded by doug leach / hou / ect on 02 / 03 / 2000 07 : 08 am  - - - - - - - - - - - - - - - - - - - - - - - - - - -  guy dayvault @ enron  02 / 02 / 2000 03 : 35 pm  to : niamh clarke / lon / ect @ ect , doug leach / hou / ect @ ect , margaret  carson / corp / enron @ enron  cc :  subject : poten ' s fuel oil report  niamh & doug & margaret :  i want to chat about this and will call you , but the essence is :  can you justify sharing the cost of subscribing to poten ' s monthly fuel oil  report ?  attached below are 3 example copies that include their standard 12 month  price forecasts . the cost is $ 3800 / yr .  as an added service for a total of $ 10 , 000 / yr , poten will include a quarterly  update of their 36 month forward view on crude oil and fo prices with a brief  justification for their view . this would include the standard monthly price  forecast for the prompt 12 months and quarterly prices for the following 24  months for far east , med and nwe . ( i expect a more descriptive email from  poten , but i think this is the essence of their "" custom "" offer . )  the example copies attached include the following special features :  99 feb - analysis of resid trades in the eastern mediterranean  99 sep - patterns of fuel oil trade in the western hemisphere  99 dec - analysis of the resid market in chile  these type of features are produced monthly and run a spectrum of subjects  related to fuel oil .  i have a hard time justifying the cost of the newsletter and the price  forecast without the considered recommendation of colleagues such as yourself  regarding the utility of such a report . the best way to show your  recommendation is with money . if it is not worth any money to anyone else in  ene , then i have to question its validity and utility to me as well . doug ,  would this perhaps be useful to any other business units that have exposure  to fo prices ?  best regards  guy  - - - - - - - - - - - - - - - - - - - - - - forwarded by guy dayvault / corp / enron on 02 / 02 / 2000  03 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" axelrod , larry "" on 01 / 24 / 2000 03 : 38 : 53 pm  to : guy dayvault / corp / enron @ enron  cc : fuel share group  subject : poten ' s fuel oil report  guy ,  it was a pleasure speaking to you today .  three samples of fuel oil in world markets are attached .  let me know if you think the report could be useful to you .  regards ,  larry  phone 212 - 230 - 2038  > > >  - 99 dec . doc  - 99 sep . doc  - 99 feb . doc",0
"Subject: new information about transfers  hi , vince ,  i had a chance to talk to my direct boss tom moore ( director ) about the  possibility of transfers to research group .  he had a positive reaction , he thinks me is a good fit for the research .  hope this is useful information .  regards  ningya  ( 3 - 5248 )",0
"Subject: enside newsletter  good afternoon , mr . kaminski !  thank you for agreeing to an interview for a business unit article for the  next enside . molly magee spoke very enthusiastically about you and your  group .  i am on your calendar for thursday , march 1 at 10 am . i will bring a tape  recorder and plan to finish in 30 - 45 minutes . attached , please find some  possible questions / topics for us to discuss .  please call me if you have any questions .  thanks again .  kathie grabstald  ews public relations  x 3 - 9610",0
"Subject: reporting lines  vince  i ' ve just had a chat with richard , who feels strongly that the natural  synergies between , and independence of , research and structuring will be best  served if i report to tani .  i expressed my concerns that i want to keep a strong link with :  1 . accountability to the trader sense of urgency , and  2 . traders ' willingness to spend money where necessary .  richard suggested that we have a strong "" dotted line "" of reporting in to him ,  and that he will be available to support these areas . we ' ll meet regularly  to keep richard in the loop .  i filled richard in on the fact that i wish to change the nature , not just  the size , of the research group , which will involve significant changes in  headcount and investment in hardware / software .  i ' ve no doubt that my main concerns of accountability and budget support will  be met whether i report to richard formally or informally .  tani has indicated that she ' d be prepared to have research report to her if  required .  all the best ,  steve",0
"Subject: re : support for exotica  steve ,  i am calling anjam to give him a deadline regarding move to houston .  if he decides to stay in houston , you should meet with him to convey  the concerns regarding his performance .  vince  steven leppard  10 / 13 / 2000 03 : 50 am  to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , dale  surbey / lon / ect @ ect , tani nath / lon / ect @ ect  cc : paulo issler / hou / ect @ ect , sharad agnihotri / lon / ect @ ect , zimin  lu / hou / ect @ ect  subject : support for exotica  all  sharad ' s investigations of exotica ' s status in london have turned up a very  confused state of affairs . this isn ' t being helped by the fact that :  1 . anjam is rarely at his desk , and can ' t be found anywhere in the building .  2 . when he is around he isn ' t willing or able to provide all the information  sharad might need to support exotica .  this is worrying since much of our business depends on the validity of  exotica ' s valuations .  sharad will now request information from anjam via email to leave a trail ,  and i want to alert you to the fact that sharad will be cc ' ing you in on  these emails .  if things don ' t improve soon , i may need to request some assistance in  extracting this information from anjam .  many thanks ,  steve",0
"Subject: cal berkeley  vince and john ,  i wanted to send you a quick note and once again say thank you for attending  the cal berkeley presentation last week . i am sorry for the low attendance  on campus , however i did want to send some refreshing news . i just received  the resumes of students who would like to interview with enron . there were  43 resumes submitted for the technologist position and 46 resumes submitted  for the analyst position .  please let me know if you have any questions .  thanks ,  ashley",0
"Subject: credit reserve  vince ,  i ' d like to get someone to sit with one of team for a couple of days . . . . to  help with reviewing code .  there seems to be two view of how this is currently working .  your team seems to think winston group is not being co - operative enough .  winston ' s team seems to think they are co - operating . . .  i ' d like to resolve this .  if my suggestion above doesn ' t work ( putting some in your team for a couple  of days ) , i would like for us to sit down with winston , nilay and tanya and  try to work out what ' s happening .  regards  steve  - - - - - - - - - - - - - - - - - - - - - - - -  tel : 713 - 345 - 8980  cell : 281 - 541 - 1862  page : stevestock @ pagenetips . com",0
